Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,442,468,399,459,758,849,889,912,1023,1122,1223
United States,0,1111,801,919,3098,3432,3288,3227,3170,4706,6037,7208
Mexico,0,1687,1681,1680,1679,869,171,183,241,319,324,418
