Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Gambia,0,548,548,548,6946,7546,7546,7546,7359,8359,9042,9025
Guinea-Bissau,0,7317,7317,7320,7454,7488,7492,7492,7480,7658,7700,8445
