Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,1291,1109,1208,1004,640,640,607,573,555,597,638
Australia,276,248,735,994,975,235,228,293,350,573,810,1132
Germany,0,1314,844,1277,618,616,607,832,875,877,860,266
United States,0,2465,2270,2375,4546,4788,4775,4658,4408,4972,6297,8497
