Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Italy,0,60,60,109,189,409,555,920,1146,1536,2232,3367
Canada,0,7994,9662,10642,10888,15820,15798,15346,14526,13149,11605,10641
Australia,479,389,363,322,316,440,438,589,747,1038,1957,2608
Germany,0,9161,8656,10815,3580,4298,4607,7383,7078,6629,6943,3387
United States,0,2212,1975,2144,4211,4126,3936,3690,3420,3342,3105,2997
United Kingdom,0,3074,3609,3983,4301,4592,4774,4805,4103,4408,4749,5297
