Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Sudan,0,94899,90451,73927,66980,35493,25913,23516,25238,45286,27175,33582
Somalia,0,28276,16470,15901,16576,25843,33625,58980,81247,185466,223031,240825
Eritrea,0,6754,8719,10700,13078,20753,21018,36164,44791,54896,63771,84377
South Sudan,0,0,0,0,0,0,0,0,0,0,58715,71506
Kenya,0,5,5,0,0,2644,2645,2732,2425,2454,2894,2894
