Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Gabon,0,12122,11988,7298,7178,7555,7674,7523,7665,421,317,251
France,0,1572,1979,2454,2570,2694,2830,3030,3124,3227,3318,3371
Benin,0,1179,1140,1126,252,287,272,266,271,257,140,0
United States,0,1622,1499,1608,2763,2617,2581,2328,2071,1853,1608,1491
South Africa,0,1053,1111,1160,1204,1297,1297,1906,2172,2172,2336,2646
Dem. Rep. of the Congo,0,6626,5277,5243,817,782,716,706,762,725,732,673
