Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
France,0,571,777,1267,1464,1716,2187,2803,3073,3350,3633,3919
Germany,0,4893,4856,3943,1874,2178,2527,3691,3918,3963,4419,1022
Netherlands,0,1287,1308,1512,1354,1180,1076,1041,1082,1057,926,845
United States,0,4537,4600,5150,8039,7831,7731,7569,6637,5234,4076,3273
