Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Germany,0,3229,192,3353,1294,1654,1918,1933,2082,2191,2200,88
United States,0,3260,3017,2810,5202,1423,1568,1697,1712,1738,1687,1596
Sweden,0,156,227,788,1275,1282,1328,1379,1413,1468,1487,1504
