Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,413,460,632,783,1295,1410,1662,2906,4963,6798,7872
France,0,1661,1891,2237,2710,3004,3152,3312,3466,3619,3710,3741
United States,0,5389,6760,10560,17171,17728,18175,18733,18487,24013,26849,25891
