Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Ethiopia,0,1554,616,544,551,580,551,615,631,600,535,497
Somalia,0,25474,17331,9828,8642,5980,8522,11198,14216,19426,18289,19169
