Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Afghanistan,0,83,64,76,75,212,347,1040,1491,2682,3517,3926
Somalia,0,29,70,66,139,668,862,922,932,1105,1669,2153
Iraq,0,267,125,126,141,3662,7481,6194,5277,7071,9478,13467
Syrian Arab Rep.,0,3,0,12,2,5,12,8,9,19,248466,585601
Islamic Rep. of Iran,0,1274,1950,1959,2135,2148,2105,1803,1911,2993,3040,3321
