Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Western Sahara,165000,165000,165000,90000,90000,90000,90000,90000,90000,90000,90000,90000
State of Palestine,4005,4005,4005,4005,4005,4005,4005,4006,4007,4017,4020,4017
