Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Serbia (and Kosovo: S/RES/1244 (1999)),0,3033,2991,3098,3032,187,170,174,163,148,146,147
Croatia,0,19477,19213,7458,7269,7163,7070,6941,6836,6769,6733,6709
