Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Sudan,0,7983,7901,7895,0,0,0,0,952,220,219,219
Kenya,0,4438,904,2834,2810,2807,2789,2760,737,627,596,602
Dem. Rep. of the Congo,0,18953,18953,18954,13904,13905,15,16,16,16,20,2686
United Kingdom,0,1624,1818,1863,1870,1816,1760,1601,1417,1417,1270,980
United States,0,749,745,866,1430,1466,1442,1443,1378,1349,1231,1185
