Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Sierra Leone,0,13941,2735,3546,3566,3563,3579,500,170,183,279,375
Côte d'Ivoire,0,20000,12408,6592,12590,6865,6607,6414,24536,128067,65560,52786
