Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Serbia (and Kosovo: S/RES/1244 (1999)),0,0,0,0,0,0,16210,16197,10948,9367,8504,6967
Croatia,0,0,0,0,1921,2361,2361,2184,1557,894,713,456
Bosnia and Herzegovina,0,0,0,0,5005,6166,6168,5636,3858,2610,1976,1048
