Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Liberia,0,42466,40853,38684,35653,26967,15797,11476,11585,11295,5156,5249
Togo,0,534,542,14136,8517,7243,1796,1656,1755,1789,1702,3416
Côte d'Ivoire,0,0,10,5,22,21,57,50,55,58,8699,9567
