Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,83,116,178,319,513,730,809,863,986,1128,1212
United States,0,429,571,957,1518,1953,2464,3125,3764,4574,5121,5771
