Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Afghanistan,0,425,360,229,299,226,517,963,1611,1791,1737,1141
Somalia,0,453,467,593,1322,2080,3358,2260,2762,2538,2217,1007
Iraq,0,2435,14391,24874,700000,1500000,1100000,1050000,1000000,750000,471418,146200
State of Palestine,0,0,8,8,9,974,1165,631,33,41,48,35
