Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Myanmar,0,4152,9601,14208,21544,29417,33715,61393,76094,81114,84640,92263
Indonesia,0,3198,15181,19153,15174,1887,4,12,7,5,10,149
Sri Lanka,0,0,6,30,42,283,1232,2132,2277,2289,2018,1810
