Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,817,961,1100,1177,1911,1904,1914,1871,1788,1737,1605
Germany,0,57309,57693,56276,16446,19573,22156,18412,19398,19922,20059,261
United States,0,33724,28484,24256,43607,1912,1729,1570,1475,1463,1411,1379
