Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Mauritania,0,6148,6185,6165,6165,6165,6157,10482,10468,12442,12436,12897
Sierra Leone,0,1411,1344,1344,1344,242,665,0,0,0,0,0
Côte d'Ivoire,0,1504,2704,2712,2066,2088,2078,2028,2033,2206,1116,1110
