Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
United States,0,1921,1543,1748,4840,5112,4877,4703,4621,4940,5174,5292
Mexico,0,4116,2374,1231,1231,274,274,281,289,326,312,324
