Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Australia,69,713,1255,1302,1353,201,188,221,231,232,233,233
Papua New Guinea,0,7491,7626,9991,10177,10000,10000,4689,4689,4801,4787,4787
United States,0,4285,3107,3126,6650,7301,7845,6558,5605,5056,4481,4027
Malaysia,0,3198,15181,19153,15174,1887,4,12,7,5,10,149
