Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Germany,0,2973,3281,3218,1525,1669,1842,1694,1842,1904,1989,155
United States,0,3965,3818,4240,6258,1388,1510,1691,1734,1882,2054,2039
