Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,986,1046,1413,1722,2911,2882,2962,3171,3608,3990,4441
Italy,0,67,107,209,486,1051,1454,2154,2200,2369,2964,4192
Cameroon,0,16983,16686,9711,2953,2872,2872,2873,2873,3223,3223,1749
Germany,0,1509,1607,5984,1096,1143,1237,2640,2601,2667,2833,720
United States,0,1446,668,610,2541,1274,1011,809,719,686,719,733
United Kingdom,0,1932,2012,2111,2165,2156,2049,1370,1044,1089,1163,1244
Niger,0,0,0,0,0,0,0,0,0,0,0,8385
