Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Bhutan,0,103650,104915,106248,107803,107810,102087,85908,72242,54995,40971,30977
Tibetans,0,20000,20000,20153,20153,20153,20000,20000,15000,15000,15000,15000
