Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Afghanistan,0,1705,2497,2376,2357,2293,2110,1907,1767,1697,1131,749
Serbia (and Kosovo: S/RES/1244 (1999)),0,1989,2251,2388,2359,2329,2143,702,337,272,266,76
Iraq,0,938,1294,1252,1235,1272,1243,1166,1091,998,563,223
Romania,0,1318,20,26,24,28,27,27,25,14,14,27
