Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Rwanda,0,5767,5791,5669,4067,4045,4898,5145,5736,5559,5963,1995
Various,0,585,9512,9556,9542,9553,71,71,71,0,0,0
Somalia,0,987,1675,1693,1694,1725,1868,1927,2008,1842,2177,2216
Angola,0,158894,88842,75468,42675,40757,27131,25329,25265,23500,0,0
Dem. Rep. of the Congo,0,58405,66248,61243,60874,55446,47329,21965,12342,12509,14871,16684
Burundi,0,2059,1839,2089,1401,1405,1937,2087,2175,2038,2378,2435
