Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Afghanistan,0,10283,9761,9700,9472,9011,8441,8528,9094,9161,9633,10328
China,0,92349,94349,77200,77200,77200,100003,100003,100003,100003,100003,100003
Myanmar,0,940,1162,1471,1812,1812,1967,2952,4630,6621,7671,11122
Sri Lanka,0,60922,57274,50730,69609,72934,73286,72883,69998,68152,67165,65674
