Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Turkey,0,13135,13353,13332,16832,15553,15716,10125,15606,15083,15496,15496
Syrian Arab Rep.,0,643,489,627,663,590,534,757,254,323,63586,212809
Islamic Rep. of Iran,0,10237,9500,13382,11773,11135,10823,12401,7989,8229,8259,7992
State of Palestine,0,22706,22711,22698,15000,14937,12302,11930,10798,11549,11467,9992
