Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,521,510,591,684,1218,1190,1128,1133,1104,1104,1103
Israel,0,3909,0,0,0,0,0,0,0,2,2,2
Germany,0,18410,17302,15619,9336,9485,9650,12950,12514,11697,11819,449
