Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,1235,1174,1352,1575,3214,2768,2445,2213,2076,1917,1764
Italy,0,25,30,67,145,434,493,634,641,670,753,1050
France,0,837,930,1204,1297,1495,1717,2001,2268,2473,2834,3336
Germany,0,577,540,1438,385,456,475,942,935,896,913,118
United States,0,975,888,884,1930,1929,1809,1627,1388,1281,1117,1069
United Kingdom,0,1257,1532,1688,1786,1921,2018,1856,1567,1581,1426,1110
