Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Germany,0,5641,5509,5466,2170,3275,3823,4041,4229,4139,3988,31
United States,0,4799,5514,5534,8338,210,266,405,519,696,906,1028
