Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Ghana,0,11208,10000,8000,5000,0,8113,8073,13575,13676,17371,17746
Côte d'Ivoire,0,54,83,105,136,134,140,71,66,5151,5593,2433
