Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Cuba,0,1164,497,557,575,599,650,693,722,777,818,845
Nicaragua,0,2632,619,619,619,619,619,620,597,598,599,601
Colombia,0,8266,8750,9470,9699,9739,9939,10199,10214,10297,10305,10330
