Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Russian Federation,0,13684,13684,5000,3713,3692,3692,3692,0,0,0,0
Tajikistan,0,1454,1446,1446,0,0,0,0,0,0,0,0
