Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Dem. Rep. of the Congo,0,940,860,1099,814,706,1577,1950,2227,2558,2827,2485
Rwanda,0,1423,1753,1744,1832,1693,1774,2226,2163,2289,2226,1935
Burundi,0,710,980,1310,1245,508,805,1220,1287,1394,1428,1325
