Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
France,0,2763,3391,3771,3904,4008,4125,4393,4542,4734,4899,5101
Senegal,0,19777,19778,19712,19630,19503,32292,21377,19937,19917,13702,13703
United States,0,1415,1300,1483,3131,2871,2429,2167,2009,1887,1731,1544
Mali,0,6148,6185,6165,6165,6165,6157,10482,10468,12442,12436,12897
