Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Dem. Rep. of the Congo,0,150160,153474,150112,127973,97099,79706,63275,60186,61913,63330,64569
Various,0,2047,1853,2427,2596,195,0,186,262,251,243,211
Somalia,0,3330,2867,2663,2086,2059,1525,1447,1488,1530,2105,2136
Burundi,0,494209,443706,393611,352640,336277,240480,53823,47350,67549,35343,35183
