Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Rwanda,0,5921,5852,6478,6564,7941,7897,7121,7775,8374,8404,8496
Central African Rep.,0,338,0,26,9,23,24,72,94,98,116,10084
Angola,0,3881,3632,2975,2666,2665,2652,813,828,918,322,326
Dem. Rep. of the Congo,0,81004,58834,56380,46341,27605,13973,103213,124244,131648,89424,31936
