Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,332,343,474,567,760,820,849,882,942,996,1019
Ethiopia,0,5,5,0,0,2644,2645,2732,2425,2454,2894,2894
United States,0,808,856,1130,1667,1856,2081,2297,2466,2551,2512,2365
United Kingdom,0,1486,1543,1563,1563,1581,1586,1387,644,599,469,336
Uganda,0,39,32,29,49,54,1908,1684,1397,1338,1124,1197
