Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Dem. Rep. of the Congo,0,34725,45460,41403,46272,50731,52409,53647,55027,54955,57857,72988
Burundi,0,1841,4719,3743,2870,2817,2624,336,341,340,333,337
