Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Cameroon,0,7,54,56,28,28,1819,1995,1998,1997,858,548
Sierra Leone,0,1756,1633,1670,1667,1606,1634,456,58,57,50,24
Liberia,0,3674,2932,6051,5778,5528,5303,5261,5316,5299,564,123
Chad,0,3193,3195,61,62,57,112,178,178,179,213,71
