Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Rwanda,0,3591,857,4493,580,635,592,652,0,713,723,822
Various,0,0,0,1348,243,0,0,0,688,0,0,0
Dem. Rep. of the Congo,0,6122,3614,6536,2203,2596,2250,2648,3070,3203,2978,4725
Burundi,0,1484,1048,1473,493,552,498,555,551,521,526,654
