Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,1005,958,964,969,2014,2041,1988,1821,1739,1708,1674
Costa Rica,0,1164,497,557,575,599,650,693,722,777,818,845
United States,0,11279,11821,14990,29400,1823,1481,1097,859,731,677,600
