Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
France,0,648,998,1516,1668,1786,1889,2105,2153,2249,2391,2571
Germany,0,2701,2639,2664,1173,1385,1509,1943,2034,2105,2202,333
United States,0,770,791,817,1289,1093,1111,1091,928,802,693,608
Russian Federation,0,6527,238,119,120,205,670,2329,2478,1900,1404,762
