Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,962,1049,1335,1589,2522,2421,2303,2209,2048,1905,1757
United States,0,1463,990,870,2594,2536,2311,1752,1350,1204,1091,932
