Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,1226,1273,1403,1327,2509,2496,2340,2166,1900,1764,1706
France,0,835,958,1123,1239,1298,1374,1498,1556,1666,1762,1925
Germany,0,1929,1604,3036,963,1011,1076,2310,2275,2207,2201,296
United States,0,3952,4004,4399,7792,7749,7232,6721,6005,5202,4422,3541
United Kingdom,0,1130,1275,1327,1378,1445,1484,1492,1479,1388,1136,1171
