Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Somalia,0,2906,2938,2938,488,513,573,643,342,313,165,167
Iraq,0,43,43,43,34,1055,2217,2777,2885,2736,2532,2530
Syrian Arab Rep.,0,0,0,0,0,2,0,0,0,0,0,16796
State of Palestine,0,8787,8873,8873,1883,1953,2842,3777,2739,2710,3138,4815
