Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Islamic Rep. of Iran,0,1402,1569,1683,1806,238,260,278,323,359,431,509
Afghanistan,0,1101,1342,1604,1883,517,578,656,807,948,1137,1357
Somalia,0,946,949,1008,1042,1178,1219,1694,2226,2404,2571,2744
Iraq,0,1377,1569,1648,1679,992,1206,1627,2188,2508,2797,3448
Serbia (and Kosovo: S/RES/1244 (1999)),0,1238,1265,1296,1321,1133,1064,800,660,365,322,276
Various,0,2641,1942,1396,581,64,73,65,80,87,95,114
