Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Canada,0,711,693,794,835,1552,1414,1238,1119,1011,928,813
Germany,0,993,792,2651,1169,281,206,191,192,167,181,94
United States,0,507,440,510,1133,1153,1093,1021,961,877,796,714
