Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Sudan,0,36479,19470,19960,7900,4170,4411,4488,4615,2120,2174,2172
Dem. Rep. of the Congo,0,6498,3447,3267,3027,1893,1536,20899,15300,13427,10662,10992
Chad,0,1241,1709,822,930,1018,1059,1201,1198,861,861,861
