Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Afghanistan,0,5470,5238,4740,1415,1047,809,546,304,211,173,138
Tajikistan,0,39202,39202,39202,0,0,0,0,0,0,0,0
