Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Germany,0,3706,3524,1812,3800,2980,2755,1665,1675,1626,1627,84
United States,0,1544,1461,1248,2241,486,501,514,470,503,536,558
