Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
France,0,460,684,1068,1210,1439,1745,2094,2239,2445,2567,2709
Netherlands,0,1491,1631,2142,2375,2299,2152,1986,1887,1813,1436,1260
Germany,0,8330,9150,6668,3628,4507,5315,6063,6326,6368,6575,2082
Armenia,247538,239250,235101,219324,113224,3815,3082,2681,2347,1928,1716,1607
United States,0,2312,2559,2703,3674,1508,1501,1500,1236,865,582,464
